date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:53:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:23:09%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2025/04/IMG_7711-scaled.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2025/04/IMG_7711-scaled.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:10	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:10%20GMT	https://tewimakehotel.com/en/suites-2/https:/tewimakehotel.com/wp-content/uploads/2025/04/IMG_7711-scaled.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/https_/tewimakehotel.com/wp-content/uploads/2025/04/IMG_7711-scaled.jpg	(from https://tewimakehotel.com/en/suites-2/)
13:53:11	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:11%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2025/04/IMG_7699-scaled.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2025/04/IMG_7699-scaled.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:12	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:12%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2025/04/IMG_7741-scaled.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2025/04/IMG_7741-scaled.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:13	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:13%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2023/11/k4-1.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2023/11/k4-1.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:14	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:14%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2023/11/k5-1.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2023/11/k5-1.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:15	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:15%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2023/11/k6-1.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2023/11/k6-1.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:16	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:16%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2023/11/k7-1.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2023/11/k7-1.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:17	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:17%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2025/04/IMG_7696-scaled.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2025/04/IMG_7696-scaled.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:18	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:18%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2023/11/ye5.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2023/11/ye5.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:19	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:19%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2023/11/ye6.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2023/11/ye6.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:20	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:20%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2023/11/ye7.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2023/11/ye7.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:21	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:21%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2023/11/mu3.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2023/11/mu3.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:22	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:22%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2023/11/mu4.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2023/11/mu4.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:23	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:23%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2023/11/mu5.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2023/11/mu5.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:24	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:24%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2023/11/mu7.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2023/11/mu7.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:25	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:25%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2025/04/IMG_7706-scaled.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2025/04/IMG_7706-scaled.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:26	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:26%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2023/11/tin3.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2023/11/tin3.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:27	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:27%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2023/11/tin4.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2023/11/tin4.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:28	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:28%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2023/11/tin5.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2023/11/tin5.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:29	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:29%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2023/11/tin6.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2023/11/tin6.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:30	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:30%20GMT	https://tewimakehotel.com/en/suites-2/'https://tewimakehotel.com/wp-content/uploads/2023/11/tin7.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/'https_/tewimakehotel.com/wp-content/uploads/2023/11/tin7.jpg'	(from https://tewimakehotel.com/en/suites-2/)
13:53:31	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:31%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_8469.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_8469.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:32	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:32%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_1649.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_1649.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:33	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:33%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/DJI_0417.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/DJI_0417.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:34	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:34%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_1549.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_1549.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:35	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:35%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_1604.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_1604.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:36	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:36%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_1613.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_1613.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:37	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:37%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_1618.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_1618.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:38	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:38%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_1629.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_1629.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:39	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:39%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_1654.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_1654.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:40	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:40%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_1660.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_1660.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:41	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:41%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_8399.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_8399.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:42	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:42%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_8400.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_8400.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:43	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:43%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_8405.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_8405.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:44	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:44%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_8418.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_8418.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:45	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:45%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_8423.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_8423.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:46	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:46%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_8436.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_8436.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:47	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:47%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_8445.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_8445.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:48	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:48%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_8438.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_8438.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:49	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:49%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_8448.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_8448.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:50	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:50%20GMT	https://tewimakehotel.com/en/family-cabin/'https://tewimakehotel.com/wp-content/uploads/2023/11/IMG_8463.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/'https_/tewimakehotel.com/wp-content/uploads/2023/11/IMG_8463.jpg'	(from https://tewimakehotel.com/en/family-cabin/)
13:53:51	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:51%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/y1.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/y1.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:53:52	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:52%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/y2.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/y2.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:53:53	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:53%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/y3.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/y3.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:53:54	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:54%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/y4.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/y4.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:53:55	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:55%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/y5.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/y5.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:53:56	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:56%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/y6.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/y6.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:53:57	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:57%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/y7.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/y7.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:53:58	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:58%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/y9.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/y9.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:53:59	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:23:59%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/y10.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/y10.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:54:00	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:24:00%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/y11.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/y11.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:54:01	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:24:01%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/t1-1.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/t1-1.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:54:02	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:24:02%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/t2-1.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/t2-1.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:54:03	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:24:03%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/t3-1.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/t3-1.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:54:04	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:24:04%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/t4-1.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/t4-1.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:54:05	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:24:05%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/t5-1.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/t5-1.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:54:06	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:24:06%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/t6-1.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/t6-1.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:54:07	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:24:07%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/t7.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/t7.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:54:08	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:24:08%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/t8.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/t8.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
13:54:09	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2012%20Mar%202026%2008:24:09%20GMT	https://tewimakehotel.com/en/presidential-cabins/'https://tewimakehotel.com/wp-content/uploads/2023/11/t9.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/'https_/tewimakehotel.com/wp-content/uploads/2023/11/t9.jpg'	(from https://tewimakehotel.com/en/presidential-cabins/)
